,sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Tilt_(degrees),Tilt_Cosine
3603,218,14,-35,5,-942,-605,-1363,1102,-9465,-1,80.85759684083826,0.15888878389226674
3604,222,14,-35,7,-794,-611,-1410,1187,-9490,-2,80.76435582270649,0.16049526233099584
3605,226,14,-35,7,-794,-611,-1410,1262,-9470,-2,80.67356150983376,0.16205917730388836
3606,230,14,-35,7,-652,-619,-1456,1320,-9420,-2,80.57906515029703,0.16368642709579417
3607,234,12,-35,9,-652,-619,-1456,1360,-9362,-2,80.48677611207579,0.1652752365584693
3608,238,12,-35,9,-514,-630,-1502,1360,-9362,-2,80.39140164268825,0.1669167129132585
3609,242,13,-34,8,-514,-630,-1502,1420,-9347,-2,80.29799016228039,0.16852395624917682
3610,246,13,-34,8,-377,-643,-1548,1545,-9312,-2,80.20184004304258,0.17017785289135282
3611,1,13,-34,8,-377,-643,-1548,1652,-9282,-2,80.1073951515408,0.17180195104005588
3612,5,14,-34,6,-235,-660,-1594,1697,-9230,-2,80.01101699735803,0.1734588127893625
3613,9,14,-34,6,-235,-660,-1594,1697,-9230,-2,79.916058213894,0.175090793777255
3614,13,17,-35,4,-87,-678,-1640,1792,-9200,-2,79.81917464880414,0.17675535876439546
3615,17,17,-35,4,-87,-678,-1640,1877,-9145,-2,79.7233897448018,0.1784005507504742
3616,21,18,-35,5,71,-698,-1686,1927,-9185,-2,79.62587409164271,0.18007495769685056
3617,25,18,-35,5,71,-698,-1686,1927,-9185,-2,79.5290894373318,0.1817362971591406
3618,29,18,-35,5,237,-719,-1732,2020,-9047,-2,79.43045239087397,0.1834288999374159
3619,33,18,-34,8,237,-719,-1732,2120,-9027,-2,79.33213447932454,0.18511548540157988
3620,37,18,-34,8,406,-743,-1776,2170,-8920,-2,79.23261451552581,0.18682213621838245
3621,41,18,-33,8,406,-743,-1776,2240,-8925,-2,79.1329703439074,0.18853035235399343
3622,45,18,-33,8,573,-773,-1819,2302,-8807,-2,79.0333277377783,0.190237971449229
3623,49,18,-33,8,573,-773,-1819,2302,-8807,-2,78.93310174343316,0.1919550078884312
3624,53,17,-31,5,735,-807,-1858,2417,-8740,-2,78.83403102347475,0.1936516753360871
3625,57,17,-31,5,735,-807,-1858,2482,-8665,-2,78.73391018608555,0.19536573866698287
3626,61,17,-27,3,891,-843,-1893,2547,-8670,-2,78.63557371633215,0.1970486730466491
3627,65,17,-27,3,891,-843,-1893,2635,-8602,-2,78.53571830013232,0.19875700875416
3628,69,17,-27,3,1038,-881,-1924,2725,-8475,-1,78.4382714471474,0.20042355654719785
3629,73,15,-24,3,1038,-881,-1924,2725,-8475,-1,78.33884739869784,0.20212332102949765
3630,77,15,-24,3,1178,-918,-1949,2810,-8410,-2,78.24203890830456,0.20377778486186213
3631,81,13,-22,4,1178,-918,-1949,2895,-8410,-1,78.14280362760978,0.2054731188578246
3632,85,13,-22,4,1311,-956,-1969,2967,-8252,-1,78.04673695053577,0.2071137333667884
3633,89,13,-22,4,1311,-956,-1969,3047,-8227,-1,77.9478056584884,0.20880266080705714
3634,93,13,-20,3,1440,-995,-1982,3047,-8227,-1,77.85294533116412,0.21042150530833148
3635,97,13,-20,3,1440,-995,-1982,3147,-8165,-1,77.75478815003211,0.2120960052057812
3636,101,15,-20,1,1564,-1035,-1990,3225,-8037,-1,77.66128678906237,0.21369050090635414
3637,105,15,-20,1,1564,-1035,-1990,3290,-7935,-1,77.56406677489163,0.2153478079332545
3638,109,15,-20,1,1685,-1073,-1993,3385,-7865,-1,77.4713792484243,0.21692727249446614
3639,113,18,-21,2,1685,-1073,-1993,3385,-7865,-1,77.37455869725291,0.21857656058740657
3640,117,18,-21,2,1802,-1112,-1993,3455,-7792,-1,77.28254794064446,0.22014333796919977
3641,121,19,-23,5,1802,-1112,-1993,3490,-7707,-1,77.18599935890336,0.22178677585093798
3642,125,19,-23,5,1914,-1153,-1990,3602,-7610,-1,77.09479371878032,0.22333868847000132
3643,129,19,-23,5,1914,-1153,-1990,3627,-7517,-1,76.99865874777015,0.2249738635717281
3644,133,19,-23,5,2021,-1195,-1985,3627,-7517,-1,76.90799433134143,0.2265154088933923
3645,137,19,-23,5,2021,-1195,-1985,3757,-7435,-1,76.81202278324193,0.22814657205979474
3646,141,21,-23,5,2122,-1239,-1978,3802,-7385,-1,76.72189798549546,0.22967777926776797
3647,145,21,-23,5,2122,-1239,-1978,3890,-7212,-1,76.62610514047465,0.2313046626743666
3648,149,24,-24,4,2217,-1286,-1969,3890,-7212,-1,76.53677389603806,0.2328212239427991
3649,153,24,-24,4,2217,-1286,-1969,3955,-7130,-1,76.44142968224149,0.23443924189056436
3650,157,24,-24,4,2308,-1334,-1959,3955,-7130,-1,76.35251032672441,0.2359476432418916
3651,161,25,-23,3,2308,-1334,-1959,4085,-6977,-1,76.25724270196402,0.23756310405165085
3652,165,25,-23,3,2392,-1384,-1947,4105,-6875,-1,76.16879771536465,0.23906228501358623
3653,169,23,-20,1,2392,-1384,-1947,4252,-6772,-1,76.07369011757571,0.24067376439044105
3654,173,23,-20,1,2472,-1433,-1932,4252,-6772,-1,75.98535988280653,0.2421698159634078
3655,177,23,-20,1,2472,-1433,-1932,4292,-6662,-1,75.89006822089974,0.24378312791851137
3656,181,21,-18,0,2545,-1482,-1914,4377,-6605,-1,75.80177215723236,0.2452774008375742
3657,185,21,-18,0,2545,-1482,-1914,4417,-6512,-1,75.7062419902217,0.24689344350382236
3658,189,20,-15,-1,2613,-1529,-1892,4507,-6380,-1,75.6177585567056,0.24838966744049065
3659,193,20,-15,-1,2613,-1529,-1892,4545,-6280,-1,75.5217920834774,0.2500117571869939
3660,197,20,-15,-1,2678,-1574,-1865,4545,-6280,-1,75.43320203542518,0.25150854316124865
3661,201,19,-13,-2,2678,-1574,-1865,4600,-6172,-1,75.3368985346596,0.2531349706847591
3662,205,19,-13,-2,2740,-1616,-1832,4640,-6060,-1,75.24839703976787,0.25462900308612724
3663,209,19,-13,-1,2740,-1616,-1832,4685,-5887,-1,75.15197397344294,0.25625607134947914
3664,213,19,-13,-1,2800,-1656,-1795,4755,-5810,-1,75.06360879411639,0.2577465314989075
3665,217,19,-13,-3,2800,-1656,-1795,4755,-5810,-1,74.96712840976127,0.2593731710077074
3666,221,19,-13,-3,2857,-1694,-1754,4837,-5770,-1,74.87902629879385,0.26085791222967053
3667,225,19,-13,-3,2857,-1694,-1754,4902,-5657,-1,74.78263392974196,0.26248165836805115
3668,229,20,-12,-4,2910,-1729,-1710,4937,-5570,-2,74.69458965878073,0.26396413027514615
3669,233,20,-12,-4,2910,-1729,-1710,4897,-5510,-2,74.5981031107507,0.26558803561209315
3670,237,18,-11,-3,2957,-1762,-1662,4897,-5510,-2,74.5104330660036,0.2670629028759171
3671,241,18,-11,-3,2957,-1762,-1662,4982,-5412,-2,74.41419899524037,0.26868112216638756
